Idade,Campanha,Estado_civil,Educacao,Inadimplencia,conta_corrente,Casa_Propria,Emprestimo,Contato,dia,mes,duracao,campanha,dias_anterior,Anterior,Res_anterior,Sucesso
50,"gestao","solteiro","primeiro","nao",766,"nao","nao","outro",17,"jun",174,2,-1,0,"desconhecido","nao"
31,"gerencia","casado","segundo","nao",0,"sim","nao","celular",29,"jul",82,5,-1,0,"desconhecido","nao"
30,"tecnico","solteiro","segundo","nao",3107,"sim","nao","outro",3,"jun",1516,2,-1,0,"desconhecido","nao"
59,"gerencia","divorciado","segundo","nao",174,"sim","nao","outro",16,"mai",204,1,-1,0,"desconhecido","nao"
33,"tecnico","divorciado","segundo","sim",-305,"nao","sim","outro",9,"mai",109,1,-1,0,"desconhecido","nao"
35,"autonomo","casado","segundo","nao",670,"nao","nao","celular",9,"jul",378,1,-1,0,"desconhecido","nao"
30,"gestao","solteiro","superior","nao",6164,"sim","nao","outro",27,"mai",152,11,-1,0,"desconhecido","nao"
71,"aposentado","casado","segundo","nao",2850,"nao","nao","celular",17,"fev",185,1,-1,0,"desconhecido","sim"
30,"servicos","solteiro","primeiro","nao",79,"sim","nao","celular",15,"mai",317,1,-1,0,"desconhecido","nao"
24,"servicos","casado","segundo","sim",110,"sim","nao","outro",23,"mai",27,1,-1,0,"desconhecido","nao"
34,"tecnico","solteiro","segundo","nao",5039,"nao","nao","celular",20,"nov",205,6,-1,0,"desconhecido","nao"
34,"manufatura","casado","segundo","nao",360,"sim","nao","telefone",19,"nov",46,1,182,2,"fracassou","nao"
52,"gerencia","casado","segundo","nao",199,"nao","nao","celular",28,"jan",978,2,189,1,"outro","nao"
33,"autonomo","solteiro","segundo","nao",238,"sim","sim","celular",5,"fev",45,5,-1,0,"desconhecido","nao"
38,"manufatura","casado","segundo","nao",5092,"sim","nao","outro",17,"jun",145,6,-1,0,"desconhecido","nao"
41,"gerencia","divorciado","segundo","nao",1088,"sim","nao","celular",28,"jan",138,1,-1,0,"desconhecido","nao"
42,"gestao","divorciado","superior","nao",221,"sim","nao","outro",7,"mai",720,2,-1,0,"desconhecido","nao"
38,"manufatura","divorciado","segundo","nao",889,"nao","sim","outro",18,"jun",362,1,-1,0,"desconhecido","nao"
48,"manufatura","casado","primeiro","nao",750,"sim","nao","celular",18,"mai",90,6,-1,0,"desconhecido","nao"
34,"tecnico","solteiro","segundo","nao",0,"sim","sim","outro",16,"mai",214,1,-1,0,"desconhecido","nao"
46,"manufatura","casado","primeiro","nao",1291,"sim","nao","celular",14,"mai",142,3,259,17,"fracassou","nao"
33,"tecnico","casado","segundo","nao",1844,"sim","nao","outro",29,"mai",241,3,-1,0,"desconhecido","nao"
40,"gestao","casado","superior","nao",89,"sim","sim","telefone",9,"fev",148,6,-1,0,"desconhecido","nao"
36,"gerencia","casado","segundo","nao",4280,"nao","nao","outro",19,"jun",227,6,-1,0,"desconhecido","nao"
32,"tecnico","solteiro","segundo","nao",0,"nao","nao","celular",21,"ago",126,2,-1,0,"desconhecido","nao"
33,"manufatura","casado","segundo","nao",625,"sim","nao","outro",28,"mai",410,1,-1,0,"desconhecido","nao"
55,"tecnico","casado","desconhecido","nao",574,"sim","nao","celular",29,"jan",243,2,-1,0,"desconhecido","nao"
58,"gestao","casado","primeiro","nao",320,"sim","nao","outro",30,"mai",171,2,-1,0,"desconhecido","nao"
25,"tecnico","solteiro","superior","nao",468,"sim","nao","outro",15,"mai",147,1,-1,0,"desconhecido","nao"
47,"servicos","casado","segundo","nao",440,"sim","nao","outro",12,"jun",91,1,-1,0,"desconhecido","nao"
40,"desempregado","casado","segundo","nao",0,"sim","nao","celular",19,"nov",332,1,183,1,"fracassou","nao"
59,"aposentado","casado","segundo","nao",5706,"sim","nao","celular",25,"jul",471,2,-1,0,"desconhecido","nao"
40,"gestao","casado","superior","nao",7780,"nao","nao","telefone",4,"mai",364,1,355,1,"outro","nao"
30,"gestao","casado","segundo","nao",-559,"sim","sim","celular",7,"mai",98,1,167,2,"fracassou","nao"
25,"empreendedor","solteiro","superior","nao",16874,"sim","sim","celular",15,"mai",117,2,-1,0,"desconhecido","nao"
58,"aposentado","casado","primeiro","nao",1987,"nao","nao","telefone",14,"jul",185,4,-1,0,"desconhecido","nao"
39,"empreendedor","casado","desconhecido","nao",98,"sim","nao","telefone",15,"mai",59,3,367,1,"outro","nao"
40,"autonomo","casado","superior","nao",642,"nao","nao","celular",18,"nov",147,3,-1,0,"desconhecido","nao"
38,"manufatura","casado","segundo","nao",526,"sim","sim","outro",23,"mai",553,2,-1,0,"desconhecido","nao"
66,"gestao","solteiro","superior","nao",6483,"nao","nao","celular",13,"ago",275,1,-1,0,"desconhecido","nao"
47,"gestao","casado","superior","nao",2306,"nao","nao","telefone",6,"ago",239,4,-1,0,"desconhecido","sim"
37,"manufatura","casado","segundo","nao",954,"sim","nao","outro",2,"jun",402,9,-1,0,"desconhecido","nao"
36,"gestao","solteiro","superior","nao",-679,"sim","sim","celular",7,"mai",172,1,93,1,"fracassou","nao"
50,"manufatura","casado","primeiro","nao",-1,"nao","nao","celular",19,"ago",195,2,-1,0,"desconhecido","nao"
76,"aposentado","casado","primeiro","nao",2590,"nao","nao","telefone",9,"fev",68,12,-1,0,"desconhecido","nao"
58,"gestao","solteiro","superior","nao",331,"nao","sim","celular",28,"jul",82,3,-1,0,"desconhecido","nao"
42,"gerencia","casado","segundo","nao",4209,"sim","nao","outro",5,"jun",57,6,-1,0,"desconhecido","nao"
58,"servicos","divorciado","segundo","nao",462,"nao","nao","celular",13,"nov",495,1,93,1,"sucesso","sim"
28,"autonomo","solteiro","superior","nao",0,"sim","nao","celular",21,"jul",479,1,-1,0,"desconhecido","nao"
41,"tecnico","casado","segundo","nao",0,"nao","nao","celular",29,"ago",141,2,-1,0,"desconhecido","nao"
30,"gestao","casado","superior","nao",151,"nao","nao","celular",19,"ago",82,4,-1,0,"desconhecido","nao"
32,"gestao","divorciado","superior","nao",883,"sim","nao","celular",10,"dez",798,1,185,5,"outro","sim"
27,"servicos","solteiro","segundo","nao",266,"nao","sim","celular",7,"jul",232,1,-1,0,"desconhecido","nao"
48,"gestao","casado","superior","nao",0,"nao","nao","celular",26,"ago",60,5,-1,0,"desconhecido","nao"
36,"tecnico","casado","superior","nao",491,"sim","nao","outro",8,"mai",103,3,-1,0,"desconhecido","nao"
54,"gestao","casado","superior","nao",3,"nao","sim","celular",8,"jul",443,1,-1,0,"desconhecido","nao"
36,"manufatura","casado","segundo","nao",198,"sim","nao","outro",9,"mai",400,2,-1,0,"desconhecido","nao"
52,"domestica","casado","segundo","nao",14363,"nao","nao","outro",5,"jun",132,1,-1,0,"desconhecido","nao"
34,"tecnico","divorciado","segundo","nao",0,"sim","sim","celular",18,"ago",374,16,-1,0,"desconhecido","nao"
43,"tecnico","casado","segundo","nao",136,"nao","nao","celular",25,"ago",363,7,-1,0,"desconhecido","sim"
32,"gestao","solteiro","superior","nao",28,"nao","nao","celular",8,"ago",111,2,-1,0,"desconhecido","nao"
33,"gestao","solteiro","superior","nao",335,"nao","nao","celular",29,"ago",130,4,-1,0,"desconhecido","nao"
51,"domestica","casado","desconhecido","nao",174,"nao","nao","telefone",29,"jul",308,3,-1,0,"desconhecido","nao"
39,"desempregado","casado","segundo","nao",270,"sim","nao","outro",3,"jun",116,1,-1,0,"desconhecido","nao"
44,"gestao","solteiro","superior","nao",1206,"nao","nao","celular",9,"jul",160,2,-1,0,"desconhecido","nao"
49,"domestica","divorciado","primeiro","nao",198,"sim","nao","outro",13,"mai",205,3,-1,0,"desconhecido","nao"
25,"tecnico","casado","superior","nao",914,"sim","nao","celular",12,"mai",185,2,-1,0,"desconhecido","nao"
39,"autonomo","casado","segundo","nao",31,"sim","nao","celular",20,"nov",61,2,181,4,"fracassou","nao"
54,"tecnico","casado","segundo","nao",0,"nao","nao","telefone",14,"ago",159,2,106,6,"sucesso","nao"
32,"gestao","solteiro","superior","nao",347,"sim","nao","celular",18,"mai",213,1,264,6,"fracassou","nao"
36,"gestao","casado","superior","nao",860,"sim","nao","outro",20,"mai",294,15,-1,0,"desconhecido","nao"
54,"tecnico","casado","segundo","nao",89,"sim","nao","celular",10,"jul",140,3,-1,0,"desconhecido","nao"
31,"tecnico","casado","segundo","nao",0,"sim","sim","celular",28,"jan",71,1,223,9,"outro","nao"
45,"servicos","casado","segundo","nao",0,"nao","sim","celular",8,"jul",47,7,-1,0,"desconhecido","nao"
31,"gerencia","solteiro","segundo","nao",68,"sim","nao","celular",16,"abr",570,2,-1,0,"desconhecido","nao"
45,"tecnico","casado","segundo","nao",-149,"sim","nao","celular",14,"jul",287,2,-1,0,"desconhecido","nao"
33,"servicos","divorciado","segundo","nao",2411,"sim","nao","celular",23,"oct",130,1,161,1,"fracassou","sim"
46,"gestao","divorciado","superior","nao",225,"sim","nao","celular",14,"mai",201,1,345,1,"outro","nao"
43,"desconhecido","solteiro","superior","nao",2731,"nao","nao","celular",21,"nov",11,7,-1,0,"desconhecido","nao"
50,"gestao","casado","superior","nao",112,"sim","nao","celular",4,"nov",70,5,85,5,"outro","nao"
44,"gestao","divorciado","superior","nao",0,"nao","nao","celular",22,"ago",54,2,-1,0,"desconhecido","nao"
42,"servicos","casado","segundo","nao",3620,"sim","nao","outro",27,"mai",22,16,-1,0,"desconhecido","nao"
26,"manufatura","solteiro","segundo","nao",179,"nao","nao","celular",30,"jul",103,3,-1,0,"desconhecido","nao"
47,"gerencia","solteiro","segundo","nao",1544,"sim","nao","celular",6,"abr",104,1,312,1,"fracassou","nao"
48,"manufatura","casado","primeiro","nao",199,"nao","nao","telefone",18,"ago",29,2,-1,0,"desconhecido","nao"
60,"manufatura","casado","desconhecido","nao",231,"sim","nao","outro",12,"mai",57,2,-1,0,"desconhecido","nao"
27,"gerencia","divorciado","segundo","nao",76,"sim","nao","outro",4,"jun",236,1,-1,0,"desconhecido","nao"
30,"desempregado","solteiro","superior","nao",302,"nao","nao","celular",11,"fev",528,3,-1,0,"desconhecido","sim"
28,"gerencia","solteiro","segundo","nao",189,"sim","nao","celular",31,"jul",68,2,-1,0,"desconhecido","nao"
58,"aposentado","casado","primeiro","nao",565,"nao","nao","telefone",7,"jul",876,1,-1,0,"desconhecido","sim"
37,"empreendedor","casado","superior","nao",310,"nao","nao","celular",1,"sep",76,1,-1,0,"desconhecido","nao"
36,"servicos","casado","segundo","nao",1746,"sim","nao","outro",26,"mai",99,1,-1,0,"desconhecido","nao"
39,"tecnico","casado","segundo","nao",6,"sim","nao","celular",18,"mai",122,3,357,4,"fracassou","nao"
52,"desempregado","casado","primeiro","nao",-110,"nao","sim","celular",29,"jan",141,1,-1,0,"desconhecido","nao"
55,"aposentado","casado","segundo","nao",2749,"sim","sim","outro",29,"mai",58,2,-1,0,"desconhecido","nao"
30,"gestao","solteiro","superior","nao",6495,"nao","nao","celular",30,"mar",78,3,-1,0,"desconhecido","nao"
36,"manufatura","solteiro","segundo","nao",35,"sim","nao","outro",3,"jun",435,3,-1,0,"desconhecido","nao"
39,"gerencia","casado","segundo","nao",-650,"nao","nao","celular",15,"mai",123,2,364,1,"fracassou","nao"
47,"manufatura","casado","primeiro","nao",292,"nao","sim","telefone",28,"jul",210,3,-1,0,"desconhecido","nao"
42,"domestica","solteiro","primeiro","nao",5774,"sim","nao","outro",15,"mai",54,2,-1,0,"desconhecido","nao"
42,"gestao","casado","segundo","nao",2416,"sim","nao","outro",20,"mai",138,4,-1,0,"desconhecido","nao"
58,"aposentado","casado","segundo","nao",35,"nao","nao","celular",29,"jul",336,7,-1,0,"desconhecido","nao"
68,"aposentado","casado","segundo","nao",19317,"sim","nao","celular",4,"ago",249,1,-1,0,"desconhecido","sim"
43,"tecnico","casado","segundo","nao",50,"nao","nao","outro",28,"mai",63,1,-1,0,"desconhecido","nao"
44,"manufatura","casado","segundo","nao",-674,"sim","nao","outro",5,"mai",257,1,-1,0,"desconhecido","nao"
49,"tecnico","casado","superior","nao",3726,"nao","nao","celular",5,"ago",875,2,-1,0,"desconhecido","sim"
57,"aposentado","casado","superior","nao",1180,"sim","sim","outro",14,"mai",191,2,-1,0,"desconhecido","nao"
61,"autonomo","divorciado","superior","nao",6610,"nao","nao","celular",24,"fev",481,2,-1,0,"desconhecido","sim"
36,"gerencia","solteiro","segundo","nao",319,"sim","nao","celular",18,"mai",120,2,-1,0,"desconhecido","nao"
31,"manufatura","casado","segundo","nao",1545,"sim","sim","celular",13,"mai",207,1,-1,0,"desconhecido","nao"
51,"tecnico","casado","superior","nao",1315,"nao","nao","telefone",5,"jun",303,2,-1,0,"desconhecido","nao"
31,"tecnico","solteiro","superior","nao",424,"nao","nao","celular",21,"ago",93,2,-1,0,"desconhecido","nao"
56,"manufatura","casado","primeiro","nao",151,"nao","nao","celular",3,"fev",128,1,-1,0,"desconhecido","nao"
30,"tecnico","solteiro","superior","nao",-970,"nao","sim","celular",21,"ago",194,2,-1,0,"desconhecido","nao"
38,"servicos","casado","segundo","nao",-762,"sim","sim","outro",30,"mai",408,2,-1,0,"desconhecido","nao"
35,"servicos","casado","segundo","nao",181,"sim","nao","celular",31,"jul",5,3,-1,0,"desconhecido","nao"
31,"manufatura","casado","desconhecido","nao",-120,"sim","nao","celular",17,"jul",231,2,-1,0,"desconhecido","nao"
39,"gerencia","divorciado","segundo","nao",1022,"sim","nao","outro",20,"jun",20,3,-1,0,"desconhecido","nao"
50,"gestao","casado","superior","nao",78,"sim","nao","celular",14,"jan",218,3,161,9,"outro","nao"
39,"tecnico","casado","superior","nao",209,"nao","nao","outro",23,"jul",36,2,-1,0,"desconhecido","nao"
26,"gerencia","casado","segundo","nao",2469,"nao","nao","celular",16,"jul",136,8,-1,0,"desconhecido","nao"
55,"tecnico","casado","segundo","nao",0,"nao","nao","celular",19,"nov",336,1,-1,0,"desconhecido","nao"
43,"manufatura","divorciado","primeiro","nao",328,"nao","sim","celular",8,"jul",192,1,-1,0,"desconhecido","nao"
34,"domestica","casado","superior","nao",0,"nao","nao","celular",26,"mai",141,1,188,1,"fracassou","nao"
51,"autonomo","casado","primeiro","nao",307,"sim","sim","outro",17,"jun",65,2,-1,0,"desconhecido","nao"
31,"gestao","casado","superior","nao",1384,"sim","nao","celular",30,"jan",203,2,2,3,"outro","nao"
32,"gestao","casado","superior","nao",0,"nao","nao","celular",26,"ago",104,9,-1,0,"desconhecido","nao"
53,"tecnico","casado","segundo","nao",719,"sim","nao","outro",14,"mai",230,1,-1,0,"desconhecido","nao"
44,"gestao","divorciado","superior","nao",0,"nao","nao","celular",10,"ago",71,1,-1,0,"desconhecido","nao"
38,"empreendedor","casado","superior","nao",6704,"sim","nao","outro",21,"mai",205,2,-1,0,"desconhecido","nao"
47,"autonomo","casado","superior","nao",4543,"sim","nao","outro",14,"mai",162,1,-1,0,"desconhecido","nao"
36,"gestao","casado","superior","nao",0,"sim","nao","outro",27,"mai",145,2,-1,0,"desconhecido","nao"
30,"gestao","solteiro","superior","nao",149,"sim","nao","outro",3,"jun",220,2,-1,0,"desconhecido","nao"
46,"manufatura","casado","segundo","nao",-1400,"sim","nao","telefone",6,"mai",309,3,355,4,"fracassou","nao"
33,"empreendedor","casado","segundo","nao",-118,"sim","sim","outro",27,"mai",421,3,-1,0,"desconhecido","nao"
43,"manufatura","casado","segundo","nao",2160,"nao","nao","celular",8,"sep",261,1,98,1,"sucesso","sim"
38,"gestao","casado","superior","nao",3452,"nao","nao","celular",13,"ago",132,2,-1,0,"desconhecido","nao"
27,"tecnico","solteiro","segundo","nao",842,"nao","nao","celular",30,"jul",273,1,91,1,"outro","nao"
38,"gestao","casado","desconhecido","nao",3576,"nao","nao","celular",25,"nov",349,2,183,1,"sucesso","sim"
41,"desempregado","casado","superior","nao",1666,"nao","nao","outro",9,"jun",291,3,-1,0,"desconhecido","nao"
29,"tecnico","casado","segundo","nao",0,"sim","nao","celular",28,"jul",83,6,-1,0,"desconhecido","nao"
39,"servicos","casado","segundo","nao",0,"sim","nao","outro",20,"mai",793,2,-1,0,"desconhecido","nao"
42,"manufatura","solteiro","primeiro","nao",1628,"sim","nao","celular",5,"fev",119,1,195,8,"sucesso","nao"
47,"servicos","casado","segundo","nao",51,"sim","sim","outro",16,"mai",312,1,-1,0,"desconhecido","nao"
30,"manufatura","solteiro","segundo","sim",447,"nao","nao","outro",14,"mai",103,6,-1,0,"desconhecido","nao"
34,"gerencia","casado","segundo","nao",396,"sim","nao","celular",16,"jul",101,3,-1,0,"desconhecido","nao"
45,"domestica","casado","primeiro","nao",4994,"nao","nao","outro",20,"jun",48,1,-1,0,"desconhecido","nao"
43,"gerencia","casado","segundo","nao",3215,"sim","nao","celular",21,"jul",228,3,-1,0,"desconhecido","nao"
59,"manufatura","casado","primeiro","nao",2814,"nao","nao","outro",20,"jun",81,3,-1,0,"desconhecido","nao"
50,"tecnico","casado","segundo","nao",0,"nao","nao","celular",7,"jul",152,2,-1,0,"desconhecido","nao"
39,"manufatura","casado","segundo","nao",293,"sim","nao","outro",23,"mai",160,3,-1,0,"desconhecido","nao"
36,"tecnico","casado","segundo","nao",474,"sim","nao","outro",27,"mai",59,1,-1,0,"desconhecido","nao"
44,"manufatura","casado","segundo","nao",16178,"sim","nao","celular",21,"nov",297,1,-1,0,"desconhecido","nao"
36,"tecnico","casado","superior","nao",0,"nao","nao","celular",22,"ago",147,2,-1,0,"desconhecido","nao"
27,"gestao","solteiro","superior","nao",88,"nao","nao","celular",4,"mai",143,1,-1,0,"desconhecido","nao"
29,"servicos","casado","segundo","nao",308,"sim","nao","outro",28,"mai",75,1,-1,0,"desconhecido","nao"
70,"aposentado","casado","segundo","nao",1164,"nao","nao","telefone",14,"mai",338,3,185,2,"fracassou","nao"
44,"gestao","casado","superior","nao",13893,"nao","nao","outro",11,"jun",29,2,-1,0,"desconhecido","nao"
55,"gestao","casado","superior","nao",0,"sim","nao","outro",14,"mai",159,2,-1,0,"desconhecido","nao"
36,"tecnico","divorciado","segundo","nao",-435,"sim","nao","outro",2,"jun",85,8,-1,0,"desconhecido","nao"
28,"tecnico","solteiro","segundo","nao",389,"sim","nao","celular",11,"mai",15,7,-1,0,"desconhecido","nao"
50,"gestao","divorciado","superior","nao",356,"nao","nao","celular",8,"mai",198,2,358,5,"outro","nao"
49,"tecnico","casado","segundo","nao",2718,"nao","nao","outro",19,"mai",114,2,-1,0,"desconhecido","nao"
71,"aposentado","divorciado","superior","nao",261,"nao","nao","celular",12,"ago",1117,2,-1,0,"desconhecido","nao"
31,"gerencia","solteiro","segundo","nao",757,"nao","nao","celular",3,"fev",343,2,-1,0,"desconhecido","nao"
45,"gestao","solteiro","superior","nao",16,"nao","nao","celular",31,"jul",59,2,-1,0,"desconhecido","nao"
42,"manufatura","casado","segundo","nao",-422,"nao","nao","celular",9,"jul",31,1,-1,0,"desconhecido","nao"
45,"gerencia","casado","segundo","nao",248,"nao","nao","celular",16,"jul",212,2,-1,0,"desconhecido","nao"
47,"tecnico","casado","primeiro","nao",145,"sim","nao","outro",7,"mai",157,6,-1,0,"desconhecido","nao"
60,"aposentado","divorciado","segundo","nao",598,"nao","sim","celular",8,"jul",96,1,-1,0,"desconhecido","nao"
35,"gestao","casado","superior","nao",949,"sim","nao","outro",27,"mai",245,2,-1,0,"desconhecido","nao"
31,"tecnico","solteiro","superior","nao",614,"nao","nao","celular",11,"ago",72,4,-1,0,"desconhecido","nao"
33,"manufatura","casado","primeiro","nao",1209,"sim","nao","celular",16,"abr",700,1,-1,0,"desconhecido","nao"
50,"autonomo","casado","superior","nao",202,"sim","nao","celular",15,"abr",107,1,148,4,"fracassou","nao"
51,"manufatura","casado","segundo","nao",1840,"sim","nao","celular",18,"ago",312,3,-1,0,"desconhecido","nao"
34,"tecnico","casado","segundo","nao",114,"sim","sim","celular",4,"jun",153,1,309,3,"outro","nao"
56,"servicos","casado","segundo","nao",-229,"nao","sim","celular",23,"jul",55,10,-1,0,"desconhecido","nao"
29,"servicos","casado","segundo","nao",182,"sim","nao","telefone",13,"mai",38,3,-1,0,"desconhecido","nao"
31,"manufatura","casado","segundo","nao",401,"nao","nao","celular",14,"ago",96,3,-1,0,"desconhecido","nao"
44,"tecnico","divorciado","desconhecido","nao",759,"sim","nao","outro",23,"mai",397,1,-1,0,"desconhecido","nao"
55,"aposentado","casado","segundo","nao",4194,"nao","sim","telefone",30,"jul",208,3,-1,0,"desconhecido","nao"
35,"student","solteiro","desconhecido","nao",0,"nao","nao","telefone",28,"jan",122,3,-1,0,"desconhecido","nao"
36,"tecnico","casado","superior","nao",629,"sim","sim","celular",29,"dez",109,1,246,1,"fracassou","nao"
54,"aposentado","casado","segundo","nao",153,"sim","sim","outro",26,"mai",74,1,-1,0,"desconhecido","nao"
32,"gestao","casado","superior","nao",553,"sim","nao","celular",22,"jul",72,1,-1,0,"desconhecido","nao"
36,"gestao","divorciado","superior","nao",1057,"nao","nao","celular",5,"fev",383,2,-1,0,"desconhecido","nao"
60,"aposentado","casado","segundo","nao",78,"sim","nao","outro",12,"mai",113,3,-1,0,"desconhecido","nao"
32,"tecnico","solteiro","segundo","nao",-28,"nao","sim","outro",4,"jul",400,1,-1,0,"desconhecido","nao"
57,"gestao","casado","superior","nao",929,"nao","nao","celular",19,"ago",387,8,-1,0,"desconhecido","nao"
34,"manufatura","casado","primeiro","nao",428,"sim","nao","celular",18,"mai",59,2,-1,0,"desconhecido","nao"
27,"student","solteiro","segundo","nao",268,"sim","nao","celular",13,"mai",528,1,358,2,"fracassou","nao"
52,"gestao","solteiro","superior","nao",83,"nao","nao","celular",26,"ago",1223,6,-1,0,"desconhecido","sim"
45,"gerencia","divorciado","desconhecido","nao",998,"sim","nao","telefone",30,"jul",38,2,-1,0,"desconhecido","nao"
58,"gerencia","solteiro","segundo","nao",2223,"nao","nao","celular",4,"dez",1139,2,114,1,"sucesso","nao"
39,"manufatura","solteiro","primeiro","nao",6,"sim","nao","celular",19,"nov",286,2,-1,0,"desconhecido","nao"
48,"manufatura","solteiro","segundo","nao",312,"sim","sim","celular",3,"fev",369,2,-1,0,"desconhecido","nao"
36,"gestao","solteiro","segundo","nao",0,"nao","nao","celular",13,"ago",333,5,-1,0,"desconhecido","nao"
31,"tecnico","solteiro","segundo","nao",691,"sim","nao","celular",8,"mai",198,1,-1,0,"desconhecido","nao"
41,"gestao","casado","superior","nao",771,"sim","nao","celular",26,"ago",106,8,-1,0,"desconhecido","nao"
30,"autonomo","solteiro","segundo","nao",192,"nao","nao","celular",22,"jul",423,1,-1,0,"desconhecido","nao"
57,"aposentado","casado","superior","nao",0,"nao","nao","celular",12,"ago",116,4,-1,0,"desconhecido","nao"
29,"gerencia","solteiro","segundo","nao",1070,"sim","nao","outro",19,"mai",30,1,357,1,"outro","sim"
29,"servicos","divorciado","segundo","nao",84,"sim","nao","celular",13,"abr",1101,2,-1,0,"desconhecido","sim"
30,"gestao","solteiro","superior","nao",2,"nao","nao","celular",16,"jun",102,1,85,1,"fracassou","nao"
44,"gestao","casado","superior","nao",1242,"sim","nao","celular",6,"ago",384,6,-1,0,"desconhecido","nao"
33,"student","solteiro","desconhecido","nao",5969,"nao","nao","celular",4,"sep",156,2,127,8,"fracassou","nao"
56,"gerencia","divorciado","segundo","nao",3337,"sim","nao","telefone",17,"nov",99,3,-1,0,"desconhecido","nao"
26,"servicos","solteiro","segundo","nao",1347,"nao","nao","telefone",18,"jun",280,6,92,5,"outro","sim"
52,"tecnico","casado","segundo","nao",64,"nao","nao","telefone",29,"ago",20,2,-1,0,"desconhecido","nao"
32,"gestao","solteiro","segundo","nao",249,"sim","nao","outro",2,"jun",258,1,-1,0,"desconhecido","nao"
36,"tecnico","solteiro","segundo","nao",0,"nao","nao","celular",29,"ago",85,6,-1,0,"desconhecido","nao"
26,"manufatura","casado","segundo","nao",128,"nao","nao","outro",4,"jul",355,1,-1,0,"desconhecido","nao"
37,"manufatura","casado","segundo","nao",196,"sim","nao","outro",5,"jun",66,3,-1,0,"desconhecido","nao"
34,"tecnico","casado","segundo","nao",351,"sim","nao","celular",18,"jul",467,1,-1,0,"desconhecido","nao"
26,"servicos","solteiro","segundo","nao",5533,"sim","nao","celular",7,"mai",582,2,283,4,"fracassou","nao"
32,"servicos","casado","segundo","nao",38,"sim","nao","celular",15,"mai",744,1,-1,0,"desconhecido","sim"
30,"gestao","solteiro","superior","sim",35,"nao","nao","celular",30,"jul",185,4,-1,0,"desconhecido","nao"
27,"tecnico","solteiro","segundo","nao",235,"sim","nao","celular",12,"mai",13,5,-1,0,"desconhecido","nao"
42,"gerencia","solteiro","segundo","nao",30,"sim","nao","celular",4,"fev",98,1,266,3,"fracassou","nao"
33,"manufatura","solteiro","primeiro","nao",92,"sim","nao","outro",9,"mai",127,1,-1,0,"desconhecido","nao"
37,"manufatura","casado","segundo","nao",67,"nao","nao","outro",3,"jun",45,2,-1,0,"desconhecido","nao"
45,"manufatura","casado","segundo","nao",4022,"sim","nao","celular",29,"jan",244,3,-1,0,"desconhecido","nao"
36,"empreendedor","casado","superior","nao",3057,"nao","nao","outro",16,"jun",2769,4,-1,0,"desconhecido","sim"
39,"gestao","solteiro","superior","nao",0,"sim","nao","celular",12,"mai",561,4,369,3,"fracassou","nao"
33,"gestao","solteiro","superior","nao",349,"nao","nao","celular",22,"ago",182,1,-1,0,"desconhecido","nao"
47,"servicos","casado","segundo","nao",2322,"nao","nao","celular",22,"ago",618,1,-1,0,"desconhecido","nao"
49,"empreendedor","casado","segundo","nao",167,"sim","sim","outro",6,"mai",198,3,-1,0,"desconhecido","nao"
46,"gestao","divorciado","segundo","nao",558,"nao","nao","celular",19,"ago",126,6,-1,0,"desconhecido","nao"
31,"servicos","casado","segundo","nao",-230,"sim","sim","celular",16,"jul",715,1,-1,0,"desconhecido","nao"
43,"desempregado","divorciado","segundo","nao",4094,"sim","nao","celular",21,"nov",63,1,-1,0,"desconhecido","nao"
30,"manufatura","solteiro","segundo","sim",239,"sim","nao","outro",21,"mai",412,1,-1,0,"desconhecido","sim"
43,"gestao","divorciado","superior","nao",497,"nao","nao","celular",13,"mai",66,1,363,22,"fracassou","nao"
42,"manufatura","casado","segundo","nao",179,"sim","nao","celular",17,"nov",96,1,-1,0,"desconhecido","nao"
30,"gerencia","solteiro","superior","nao",305,"nao","nao","celular",30,"abr",633,1,85,2,"sucesso","sim"
33,"gestao","solteiro","superior","nao",-67,"sim","nao","outro",5,"mai",364,1,-1,0,"desconhecido","nao"
41,"gerencia","casado","segundo","nao",4539,"nao","nao","outro",30,"mai",298,3,-1,0,"desconhecido","nao"
29,"manufatura","solteiro","segundo","nao",770,"sim","nao","celular",17,"abr",341,1,-1,0,"desconhecido","nao"
38,"desempregado","casado","segundo","nao",-673,"sim","nao","outro",26,"mai",364,1,-1,0,"desconhecido","nao"
29,"tecnico","casado","superior","nao",858,"sim","nao","celular",12,"jun",234,7,330,1,"fracassou","nao"
80,"domestica","casado","primeiro","nao",0,"nao","nao","celular",23,"fev",639,1,189,1,"fracassou","sim"
38,"gestao","solteiro","superior","nao",5244,"nao","nao","celular",8,"ago",310,4,-1,0,"desconhecido","nao"
36,"manufatura","divorciado","primeiro","nao",117,"sim","nao","outro",2,"jun",123,4,-1,0,"desconhecido","nao"
38,"autonomo","casado","superior","nao",846,"nao","nao","celular",2,"jun",253,1,-1,0,"desconhecido","nao"
44,"gestao","casado","segundo","sim",0,"sim","nao","celular",11,"jul",96,2,-1,0,"desconhecido","nao"
31,"gestao","casado","superior","nao",1331,"nao","nao","celular",30,"abr",297,1,86,3,"sucesso","sim"
31,"servicos","solteiro","segundo","nao",31,"sim","sim","outro",26,"mai",501,2,-1,0,"desconhecido","nao"
