Código IBGE do Município,Código da Unidade da Federação,Sigla da Unidade da Federação,Nome das Grandes Regiões,Automóvel - Tipo de Veículo,Caminhão - Tipo de Veículo,Caminhão trator - Tipo de Veículo,Caminhonete - Tipo de Veículo,Camioneta - Tipo de Veículo,Micro-ônibus - Tipo de Veículo,Motocicleta - Tipo de Veículo,Motoneta - Tipo de Veículo,Ônibus - Tipo de Veículo,Outros - Tipo de Veículo,Total de Veículos,Trator de rodas - Tipo de Veículo,Utilitário - Tipo de Veículo
430165,43,RS,Sul,2126,186,8,210,84,30,511,71,42,78,3354,3,5
430170,43,RS,Sul,1999,232,28,356,74,15,449,65,14,71,3318,3,12
430175,43,RS,Sul,1111,116,2,158,39,22,1054,11,33,16,2562,0,0
430180,43,RS,Sul,1571,145,18,267,37,7,218,5,19,37,2330,0,6
430185,43,RS,Sul,404,24,6,40,8,7,186,9,6,8,698,0,0
430187,43,RS,Sul,605,29,3,96,30,3,135,14,14,21,950,0,0
430190,43,RS,Sul,2819,158,11,285,115,9,780,88,51,194,4538,14,14
430192,43,RS,Sul,515,39,1,88,10,9,230,7,11,1,911,0,0
430195,43,RS,Sul,791,167,49,194,17,5,326,27,14,94,1690,3,3
430200,43,RS,Sul,2253,160,10,381,65,17,1132,29,50,38,4150,14,1
430205,43,RS,Sul,376,25,1,36,3,4,161,3,9,1,619,0,0
430210,43,RS,Sul,44325,3341,881,5423,2260,271,7810,3636,322,2265,71167,90,543
430215,43,RS,Sul,548,95,35,128,16,5,192,40,14,67,1140,0,0
430220,43,RS,Sul,2224,226,50,256,82,13,1178,185,21,116,4372,10,11
430222,43,RS,Sul,461,93,4,139,19,2,194,6,19,10,948,0,1
430223,43,RS,Sul,587,62,3,108,11,2,230,5,7,7,1023,0,1
430225,43,RS,Sul,902,316,37,127,24,7,211,42,11,55,1739,3,4
430230,43,RS,Sul,2441,254,13,573,122,30,418,10,50,71,3992,0,10
430235,43,RS,Sul,4360,443,49,586,267,27,1273,281,32,341,7711,20,32
430237,43,RS,Sul,534,43,1,49,19,10,358,20,5,7,1048,0,2
430240,43,RS,Sul,3734,189,32,296,105,18,1511,302,31,169,6398,5,6
430245,43,RS,Sul,1762,163,4,266,46,8,1074,56,18,35,3458,20,6
430250,43,RS,Sul,,,,,,,,,,,,,
430258,43,RS,Sul,610,140,10,120,17,5,157,20,7,25,1112,0,1
430260,43,RS,Sul,799,68,8,92,23,2,439,54,14,23,1523,0,1
430265,43,RS,Sul,1607,271,35,152,44,13,905,141,23,79,3278,1,7
430270,43,RS,Sul,4881,439,114,415,229,23,1259,169,107,344,8014,13,21
430280,43,RS,Sul,8892,597,134,1189,403,57,2305,223,109,615,14557,3,30
430290,43,RS,Sul,2196,134,2,363,79,18,704,67,23,112,3708,3,7
430300,43,RS,Sul,23647,1198,202,2931,940,96,6917,1432,225,1444,39150,34,84
430310,43,RS,Sul,41412,2245,438,3066,2107,238,8354,1222,521,2574,62469,59,233
430320,43,RS,Sul,1207,118,22,204,24,4,309,13,14,49,1966,0,2
430330,43,RS,Sul,1315,129,112,250,34,8,398,46,4,114,2413,1,2
430340,43,RS,Sul,1226,76,35,149,23,9,855,94,22,74,2564,0,1
430350,43,RS,Sul,17618,1283,383,1967,609,64,7744,1205,223,1210,32432,11,115
430355,43,RS,Sul,903,156,15,165,15,7,170,16,16,33,1499,0,3
430360,43,RS,Sul,1332,263,16,243,58,10,249,10,32,64,2285,4,4
430367,43,RS,Sul,777,154,79,179,48,4,151,15,15,138,1562,2,0
430370,43,RS,Sul,1832,145,34,195,66,11,895,27,31,82,3327,1,8
430380,43,RS,Sul,1997,189,47,320,71,11,415,50,25,76,3207,0,6
430390,43,RS,Sul,20987,750,97,1416,902,84,6487,2273,99,1178,34493,68,152
430400,43,RS,Sul,1510,152,64,193,40,13,484,55,26,98,2640,0,5
430410,43,RS,Sul,1012,136,16,184,31,12,327,34,14,40,1806,0,0
430420,43,RS,Sul,7472,411,49,909,266,24,3478,426,79,326,13470,5,25
430430,43,RS,Sul,2149,225,13,314,98,12,1060,61,20,57,4019,0,10
430435,43,RS,Sul,2366,145,30,350,90,33,665,42,40,229,3998,3,5
430440,43,RS,Sul,14245,538,59,1547,812,84,2576,378,117,686,21180,21,117
430450,43,RS,Sul,14100,1065,197,1372,357,102,10186,308,185,748,28670,23,27
430460,43,RS,Sul,109570,4479,2387,7232,5570,441,23070,3138,957,8519,166194,233,598
430461,43,RS,Sul,387,24,2,57,16,12,191,7,2,8,717,8,3
430462,43,RS,Sul,278,43,4,90,15,2,61,4,7,7,511,0,0
430463,43,RS,Sul,12601,447,27,1370,609,65,4650,2022,92,1073,23111,18,137
430465,43,RS,Sul,571,93,5,134,15,7,331,5,10,22,1200,5,2
430466,43,RS,Sul,4708,523,140,376,147,18,2977,189,27,498,9638,25,10
430467,43,RS,Sul,993,136,23,214,48,12,228,20,6,163,1875,15,17
430468,43,RS,Sul,2033,205,58,161,82,15,688,48,12,260,3573,4,7
430469,43,RS,Sul,791,66,2,77,42,9,417,56,7,16,1487,3,1
430470,43,RS,Sul,19659,1390,484,2606,860,84,6035,1733,197,1398,34579,8,125
430471,43,RS,Sul,1239,106,0,163,51,3,600,49,18,31,2262,1,1
430480,43,RS,Sul,10069,809,157,1214,486,52,1890,596,115,506,16037,39,104
430485,43,RS,Sul,405,30,3,48,12,4,110,3,7,1,623,0,0
430490,43,RS,Sul,3899,388,183,596,162,21,548,43,27,264,6168,3,34
430495,43,RS,Sul,1012,143,16,191,35,7,181,3,13,34,1637,0,2
430500,43,RS,Sul,,,,,,,,,,,,,
430510,43,RS,Sul,180496,8769,2503,19821,9605,1364,28126,5093,1683,10820,271028,235,2513
430511,43,RS,Sul,867,86,11,145,28,7,208,8,12,12,1386,0,2
430512,43,RS,Sul,1241,198,25,165,55,9,841,30,12,98,2678,2,2
430513,43,RS,Sul,1072,60,19,160,25,7,554,38,18,59,2018,4,2
430515,43,RS,Sul,550,39,6,48,10,2,374,19,12,12,1074,0,2
430517,43,RS,Sul,2136,233,21,302,53,19,2440,51,19,73,5353,2,4
430520,43,RS,Sul,4096,363,223,552,145,10,1469,192,39,347,7461,1,24
430530,43,RS,Sul,3729,323,132,466,118,40,1161,92,28,222,6321,0,10
430535,43,RS,Sul,8901,359,78,626,365,69,2600,300,98,607,14069,33,33
430537,43,RS,Sul,738,95,5,133,29,3,210,6,10,10,1242,0,3
430540,43,RS,Sul,1124,138,37,168,43,8,242,21,13,58,1858,0,6
430543,43,RS,Sul,1742,114,91,166,81,13,268,112,9,200,2809,0,13
430544,43,RS,Sul,1201,113,23,140,19,7,629,25,30,34,2222,0,1
430545,43,RS,Sul,1959,111,2,165,86,11,710,87,30,165,3336,3,7
430550,43,RS,Sul,1745,147,21,234,59,14,421,31,15,37,2728,0,4
430558,43,RS,Sul,881,67,34,89,42,8,330,53,10,109,1639,13,3
430560,43,RS,Sul,1199,208,8,376,42,15,302,38,11,37,2242,0,6
430570,43,RS,Sul,2057,239,20,375,89,16,467,36,26,62,3393,0,6
430580,43,RS,Sul,3470,306,51,477,94,20,763,113,79,126,5509,1,9
430583,43,RS,Sul,405,17,0,61,14,6,133,16,1,2,670,11,4
430585,43,RS,Sul,681,113,6,136,20,4,336,4,11,11,1323,0,1
430587,43,RS,Sul,734,99,8,130,31,0,234,15,10,22,1287,2,2
430590,43,RS,Sul,1732,206,17,242,59,18,627,69,19,50,3044,1,4
430593,43,RS,Sul,459,204,11,80,8,9,66,6,10,11,866,1,1
430595,43,RS,Sul,1302,218,7,298,45,9,294,53,13,21,2266,0,6
430597,43,RS,Sul,822,110,56,204,24,7,200,10,14,82,1534,1,4
430600,43,RS,Sul,4049,323,27,450,120,21,2692,212,47,108,8076,8,19
430605,43,RS,Sul,1681,191,76,193,50,11,689,28,35,160,3127,6,7
430607,43,RS,Sul,515,37,10,52,15,5,365,16,19,27,1063,0,2
430610,43,RS,Sul,17707,1181,321,2599,696,91,5453,680,116,1081,30052,13,114
430613,43,RS,Sul,637,59,5,76,20,7,244,7,7,8,1071,0,1
430620,43,RS,Sul,4099,407,52,400,195,13,1620,461,18,291,7605,25,24
430630,43,RS,Sul,1712,170,40,242,41,8,555,43,24,61,2899,0,3
430632,43,RS,Sul,593,81,0,63,11,12,405,7,9,5,1186,0,0
430635,43,RS,Sul,,,,,,,,,,,,,
430637,43,RS,Sul,426,46,2,78,13,1,201,8,27,20,826,4,0
430640,43,RS,Sul,10228,457,44,739,556,27,2023,377,112,452,15129,28,86
430642,43,RS,Sul,464,65,5,76,18,9,158,4,5,12,818,0,2
430645,43,RS,Sul,1283,125,15,122,25,2,225,30,17,32,1880,2,2
430650,43,RS,Sul,3250,234,7,375,99,14,1765,48,76,40,5919,1,10
430655,43,RS,Sul,599,87,1,70,27,3,405,37,5,22,1256,0,0
430660,43,RS,Sul,8785,580,94,1923,472,33,4315,1125,46,736,18200,6,85
430670,43,RS,Sul,792,51,1,127,20,1,385,16,10,21,1424,0,0
430673,43,RS,Sul,1550,188,15,193,48,13,565,46,16,52,2688,0,2
430675,43,RS,Sul,675,64,8,70,16,8,167,25,7,26,1076,8,2
430676,43,RS,Sul,7721,505,193,672,442,38,2375,136,46,560,12760,25,47
430680,43,RS,Sul,8081,723,132,1031,317,49,2471,928,127,450,14403,37,57
430690,43,RS,Sul,5186,373,52,749,182,22,2227,167,169,299,9444,8,10
430692,43,RS,Sul,341,34,2,44,13,1,82,5,14,6,542,0,0
430693,43,RS,Sul,,,,,,,,,,,,,
430695,43,RS,Sul,773,54,2,100,28,14,145,10,19,20,1168,0,3
430697,43,RS,Sul,855,111,10,143,28,2,190,18,7,18,1388,0,6
430700,43,RS,Sul,37280,2012,573,4694,1804,284,8562,3566,488,1414,61066,13,376
430705,43,RS,Sul,1118,150,24,214,44,23,351,23,17,85,2050,0,1
430710,43,RS,Sul,1471,111,2,254,70,13,582,13,10,103,2634,1,4
430720,43,RS,Sul,994,110,31,200,33,24,521,49,18,45,2033,0,8
430730,43,RS,Sul,1740,151,4,264,58,7,561,30,34,23,2874,0,2
430740,43,RS,Sul,891,79,0,180,23,4,100,2,11,18,1310,0,2
430745,43,RS,Sul,651,44,0,65,24,3,397,17,10,2,1213,0,0
430750,43,RS,Sul,5060,662,117,1130,196,30,1502,237,71,287,9319,2,25
430755,43,RS,Sul,2187,206,80,335,69,16,354,102,11,109,3483,0,14
430760,43,RS,Sul,15473,788,75,1089,746,68,4403,956,112,1008,24899,68,113
430770,43,RS,Sul,26871,1135,392,2137,1201,136,4731,828,306,2309,40219,31,142
430780,43,RS,Sul,11719,1063,441,1135,550,39,3680,1103,71,1657,21659,75,126
430781,43,RS,Sul,901,115,21,161,14,7,316,11,15,37,1606,4,4
430783,43,RS,Sul,,,,,,,,,,,,,
430786,43,RS,Sul,951,109,8,175,39,4,252,30,17,26,1618,0,7
430790,43,RS,Sul,25351,2071,424,2702,1386,231,3998,937,179,1315,38941,37,310
430800,43,RS,Sul,1958,134,27,372,57,6,682,46,9,91,3391,5,4
430805,43,RS,Sul,514,51,9,85,22,9,156,7,11,15,879,0,0
430807,43,RS,Sul,1255,150,5,169,42,12,506,60,17,75,2309,15,3
430810,43,RS,Sul,4715,429,50,566,239,32,1550,314,85,298,8344,35,31
430820,43,RS,Sul,11497,1462,670,1806,630,73,1649,231,110,1056,19351,22,145
430825,43,RS,Sul,542,70,5,90,13,16,238,3,15,6,998,0,0
430830,43,RS,Sul,2486,203,65,313,98,20,762,20,39,93,4111,8,4
430840,43,RS,Sul,1500,150,14,247,27,5,573,26,25,70,2639,0,2
430843,43,RS,Sul,635,72,3,67,21,4,371,51,4,24,1275,19,4
430845,43,RS,Sul,1388,235,8,374,44,6,340,18,20,65,2503,0,5
430850,43,RS,Sul,9400,720,275,1360,370,37,2971,896,97,555,16733,0,52
430860,43,RS,Sul,12314,1374,669,1751,598,75,2205,626,121,1301,21222,23,165
430865,43,RS,Sul,360,44,4,90,4,10,251,11,16,19,810,0,1
430870,43,RS,Sul,2082,192,12,322,90,18,546,75,20,32,3400,1,10
430880,43,RS,Sul,1747,90,4,156,75,7,649,46,20,127,2932,10,1
430885,43,RS,Sul,515,92,10,137,19,9,151,6,19,16,975,0,1
430890,43,RS,Sul,5997,496,256,811,238,26,1165,339,33,365,9770,1,43
430900,43,RS,Sul,,,,,,,,,,,,,
430905,43,RS,Sul,2165,206,40,270,93,29,505,57,13,192,3598,12,16
430910,43,RS,Sul,14408,654,80,1677,1050,146,2267,464,142,767,21916,27,234
430912,43,RS,Sul,464,32,4,67,11,2,107,5,11,11,715,0,1
430915,43,RS,Sul,620,57,2,97,19,5,595,11,5,13,1426,2,0
430920,43,RS,Sul,81262,3316,510,5616,3533,522,17218,2998,596,4306,120448,163,408
430925,43,RS,Sul,510,45,2,95,15,6,88,1,10,13,786,0,1
430930,43,RS,Sul,26684,994,256,1935,1199,180,6318,531,401,1521,40230,70,141
430940,43,RS,Sul,9378,477,101,1073,384,40,1228,297,75,301,13442,13,75
430950,43,RS,Sul,2212,239,133,380,76,7,672,55,20,216,4016,0,6
430955,43,RS,Sul,1611,220,7,184,48,6,499,104,11,90,2800,18,2
430957,43,RS,Sul,523,56,1,88,19,1,317,2,2,4,1013,0,0
430960,43,RS,Sul,7011,350,398,844,324,31,2164,682,53,645,12543,0,41
430965,43,RS,Sul,888,56,2,111,24,7,457,7,33,35,1623,1,2
430970,43,RS,Sul,1573,122,15,176,54,6,675,65,10,41,2743,0,6
430975,43,RS,Sul,1118,96,14,188,33,5,515,12,19,35,2043,6,2
430980,43,RS,Sul,1628,260,29,420,53,11,300,43,21,75,2851,0,11
430990,43,RS,Sul,2459,445,70,535,63,10,577,26,23,148,4367,0,11
430995,43,RS,Sul,1183,132,13,133,24,11,276,13,41,30,1857,0,1
431000,43,RS,Sul,7756,891,159,1512,333,60,1326,193,77,413,12759,2,37
431010,43,RS,Sul,10689,425,43,933,512,39,3575,1232,98,540,18201,12,103
431020,43,RS,Sul,25673,1865,763,3664,1103,118,8079,2172,131,1596,45334,3,167
431030,43,RS,Sul,1380,199,17,267,67,5,218,57,8,33,2259,1,7
431033,43,RS,Sul,5116,260,20,489,232,20,1417,518,49,422,8586,4,39
431036,43,RS,Sul,1058,93,4,119,49,19,314,60,17,34,1783,11,5
431040,43,RS,Sul,1885,213,16,266,57,19,635,55,39,56,3248,1,6
431041,43,RS,Sul,483,64,3,66,12,6,202,2,8,6,852,0,0
431043,43,RS,Sul,1872,285,23,502,80,28,314,27,23,56,3223,3,10
431046,43,RS,Sul,756,117,7,185,26,10,224,34,14,13,1390,1,3
431050,43,RS,Sul,1804,126,44,221,56,6,896,88,23,94,3365,1,6
431053,43,RS,Sul,1231,112,20,192,67,5,336,26,20,79,2110,16,6
431055,43,RS,Sul,430,37,0,84,15,6,278,11,9,8,881,1,2
431057,43,RS,Sul,545,52,0,77,19,4,136,6,8,3,851,0,1
431060,43,RS,Sul,6778,636,280,1258,291,23,3313,519,71,713,13945,5,58
431065,43,RS,Sul,435,77,9,65,25,5,255,27,11,38,950,2,1
431070,43,RS,Sul,821,76,7,128,22,14,435,10,8,17,1538,0,0
431075,43,RS,Sul,500,66,0,155,21,3,155,3,5,9,919,1,1
431080,43,RS,Sul,8021,544,56,653,444,40,1613,356,102,529,12461,17,86
431085,43,RS,Sul,777,68,12,99,21,4,492,39,16,23,1553,0,2
431087,43,RS,Sul,374,55,2,81,18,4,228,4,16,11,793,0,0
431090,43,RS,Sul,1237,111,18,206,44,9,241,45,7,27,1950,0,5
431100,43,RS,Sul,7756,302,101,931,354,18,2520,669,48,559,13309,4,47
431110,43,RS,Sul,2937,248,12,644,95,20,974,39,56,109,5147,2,11
431112,43,RS,Sul,784,136,2,186,34,10,110,5,12,30,1315,0,6
431113,43,RS,Sul,538,64,0,135,19,6,400,6,12,5,1188,1,2
431115,43,RS,Sul,1942,289,31,407,53,14,874,17,42,70,3743,0,4
431120,43,RS,Sul,4573,598,207,1149,196,24,952,112,61,509,8423,16,26
431123,43,RS,Sul,690,45,0,109,12,7,262,4,12,7,1149,0,1
431125,43,RS,Sul,982,73,0,163,41,5,652,18,32,7,1975,0,2
431127,43,RS,Sul,576,87,6,136,23,7,148,19,4,17,1023,0,0
431130,43,RS,Sul,9105,688,74,1599,363,56,1286,153,87,285,13761,2,63
431140,43,RS,Sul,29648,2053,716,3303,1655,166,8620,3850,259,2595,53502,136,501
431142,43,RS,Sul,378,24,2,30,5,2,268,7,10,2,728,0,0
431150,43,RS,Sul,1495,83,2,316,66,11,436,19,22,63,2522,1,8
431160,43,RS,Sul,1193,117,21,161,19,9,645,57,30,22,2276,0,2
431162,43,RS,Sul,1604,122,9,116,79,12,438,42,15,65,2514,4,8
431164,43,RS,Sul,551,70,0,58,33,8,166,20,5,15,930,3,1
431170,43,RS,Sul,1344,113,13,282,36,7,478,48,26,41,2395,0,7
431171,43,RS,Sul,371,42,15,79,15,2,200,3,34,23,785,1,0
431173,43,RS,Sul,297,31,0,23,3,3,376,6,14,6,759,0,0
431175,43,RS,Sul,1337,147,28,283,47,6,454,47,14,111,2482,0,8
431177,43,RS,Sul,1614,244,10,202,70,14,655,79,13,100,3007,3,3
431179,43,RS,Sul,755,118,8,89,35,11,396,102,21,31,1570,3,1
431180,43,RS,Sul,14910,1068,441,2224,618,83,2416,639,157,860,23529,21,92
431190,43,RS,Sul,1330,136,44,220,48,17,349,31,28,58,2263,0,2
431198,43,RS,Sul,1011,130,0,103,43,7,520,6,25,43,1892,0,4
431200,43,RS,Sul,712,68,32,84,17,11,138,3,8,57,1130,0,0
431205,43,RS,Sul,1148,139,28,171,66,12,506,85,42,80,2310,24,9
431210,43,RS,Sul,1140,95,12,193,38,5,487,8,22,61,2061,0,0
431213,43,RS,Sul,651,119,17,166,31,13,317,3,20,33,1372,0,2
431215,43,RS,Sul,1243,123,114,122,45,7,631,110,9,210,2631,12,5
431217,43,RS,Sul,471,70,51,70,7,7,215,41,5,43,981,0,1
431220,43,RS,Sul,1621,139,43,222,48,11,368,46,102,87,2697,0,10
431225,43,RS,Sul,1731,114,21,162,52,10,383,23,28,82,2609,2,1
431230,43,RS,Sul,1135,100,37,138,34,4,719,59,28,78,2334,0,2
431235,43,RS,Sul,585,57,25,112,19,5,95,2,7,30,938,0,1
431237,43,RS,Sul,442,78,3,112,21,2,261,6,29,8,963,1,0
431238,43,RS,Sul,869,224,15,121,24,8,198,46,21,28,1558,1,3
431240,43,RS,Sul,21202,1288,188,1695,872,148,7144,2031,201,1596,36565,79,121
431242,43,RS,Sul,682,87,4,101,25,5,216,7,9,8,1145,1,0
431244,43,RS,Sul,721,138,25,67,15,1,691,58,6,56,1784,5,1
431245,43,RS,Sul,1981,220,33,245,59,4,1348,74,17,168,4162,1,12
431247,43,RS,Sul,2133,166,6,237,108,10,468,34,19,139,3356,9,27
431250,43,RS,Sul,2374,300,33,370,96,12,761,43,60,200,4287,9,29
431260,43,RS,Sul,1791,83,30,214,63,9,415,101,16,94,2828,3,9
431261,43,RS,Sul,498,82,13,194,21,4,132,4,7,38,998,0,5
431262,43,RS,Sul,481,105,5,107,12,4,188,5,8,3,918,0,0
431265,43,RS,Sul,5905,549,161,992,273,42,1689,459,60,423,10608,2,53
431267,43,RS,Sul,557,88,3,97,28,6,176,5,12,11,986,0,3
431270,43,RS,Sul,3067,223,38,482,121,17,629,92,61,112,4855,0,13
431275,43,RS,Sul,1051,154,10,166,23,7,205,14,16,20,1670,0,4
431280,43,RS,Sul,1599,166,48,237,58,19,274,37,33,68,2551,2,10
431290,43,RS,Sul,3497,501,134,607,197,41,853,144,60,204,6270,4,28
431295,43,RS,Sul,692,70,5,89,18,8,309,15,12,7,1225,0,0
431300,43,RS,Sul,1057,119,8,179,33,14,335,39,12,28,1829,0,5
431301,43,RS,Sul,832,71,10,92,22,7,645,58,7,19,1768,2,3
431303,43,RS,Sul,1191,82,4,235,31,7,412,23,26,33,2045,1,0
431306,43,RS,Sul,5224,149,13,400,247,20,1654,465,75,198,8495,18,32
431308,43,RS,Sul,817,312,8,182,40,3,181,11,6,18,1580,1,1
431310,43,RS,Sul,1633,247,69,487,57,10,730,18,33,111,3414,8,11
431320,43,RS,Sul,8471,528,116,771,617,35,1487,212,71,470,12905,46,81
431330,43,RS,Sul,9897,620,229,1460,404,20,1507,233,61,414,14938,6,87
431333,43,RS,Sul,656,109,4,124,21,7,276,7,10,7,1221,0,0
431335,43,RS,Sul,997,287,16,226,23,9,142,15,23,31,1785,2,14
431337,43,RS,Sul,6887,821,304,692,344,49,1673,139,52,1026,12072,57,28
431339,43,RS,Sul,806,86,11,162,24,1,382,44,9,26,1558,5,2
431340,43,RS,Sul,89119,3098,442,6451,5017,295,24016,5208,403,4525,139807,267,966
431342,43,RS,Sul,1061,151,7,135,41,19,435,26,11,22,1909,0,1
431344,43,RS,Sul,419,35,1,44,14,4,231,19,8,3,778,0,0
431346,43,RS,Sul,405,37,2,43,8,9,142,18,10,5,680,0,1
431349,43,RS,Sul,923,130,33,130,18,9,494,22,14,40,1814,0,1
431350,43,RS,Sul,15583,964,153,1451,662,56,3524,1148,103,1213,24990,26,107
431360,43,RS,Sul,1180,119,15,222,44,4,280,16,23,25,1933,0,5
431365,43,RS,Sul,2704,176,11,314,94,20,779,70,32,270,4486,1,15
431370,43,RS,Sul,9846,900,323,1502,295,23,2555,1090,94,739,17404,0,37
431380,43,RS,Sul,1786,171,44,279,49,12,1357,108,40,81,3933,0,6
431390,43,RS,Sul,15009,995,181,2064,533,63,3702,536,119,680,23963,11,70
431395,43,RS,Sul,2215,301,47,364,82,6,487,37,27,185,3780,16,13
431400,43,RS,Sul,2569,513,118,562,87,7,584,34,18,181,4701,0,28
431402,43,RS,Sul,1682,91,10,271,43,6,746,21,16,55,2946,2,3
431403,43,RS,Sul,1384,433,32,188,68,8,419,126,19,112,2808,10,9
431405,43,RS,Sul,14512,529,54,1133,551,64,5220,1337,149,520,24140,30,41
431406,43,RS,Sul,1241,81,3,216,25,2,603,8,29,15,2226,0,3
431407,43,RS,Sul,1628,132,8,264,37,7,966,118,47,72,3295,13,3
431410,43,RS,Sul,66916,3390,998,7716,3437,227,15238,3000,382,2619,104570,32,615
431413,43,RS,Sul,520,81,3,99,16,14,216,23,9,4,986,0,1
431415,43,RS,Sul,2040,205,19,169,54,33,1122,100,39,65,3854,6,2
431417,43,RS,Sul,317,18,2,47,20,16,156,2,2,40,623,0,3
431420,43,RS,Sul,1788,104,16,210,76,7,805,20,31,176,3237,1,3
431430,43,RS,Sul,1192,223,16,310,39,3,292,24,18,41,2162,0,4
431440,43,RS,Sul,95372,5326,1853,8880,4122,344,39702,4731,1089,7264,169496,143,670
431442,43,RS,Sul,1874,116,9,172,112,24,448,74,58,114,3023,10,12
431445,43,RS,Sul,502,83,11,106,12,2,322,21,9,23,1091,0,0
431446,43,RS,Sul,435,43,3,92,21,10,126,1,14,15,760,0,0
431447,43,RS,Sul,895,112,6,229,31,12,332,9,26,36,1688,0,0
431449,43,RS,Sul,677,57,9,97,15,4,674,48,23,16,1622,0,2
431450,43,RS,Sul,3202,141,31,435,105,9,768,16,56,226,4993,1,3
431455,43,RS,Sul,,,,,,,,,,,,,
431460,43,RS,Sul,4087,242,34,478,143,34,1907,51,111,187,7289,1,14
431470,43,RS,Sul,2565,209,54,340,75,9,813,70,34,116,4289,0,4
431475,43,RS,Sul,703,95,5,92,22,9,295,31,17,29,1301,1,2
431477,43,RS,Sul,997,110,2,148,24,4,249,18,23,13,1589,0,1
431478,43,RS,Sul,566,63,5,97,10,7,251,10,8,7,1024,0,0
431480,43,RS,Sul,12125,1867,239,1227,624,105,2077,328,101,1087,19900,31,89
431490,43,RS,Sul,550289,15605,2459,36036,38527,2239,79946,8263,4776,20225,768069,1320,8384
431500,43,RS,Sul,1319,90,25,145,51,12,545,15,18,54,2276,0,2
431505,43,RS,Sul,626,56,9,101,21,4,228,10,6,33,1095,0,1
431507,43,RS,Sul,326,13,1,54,14,3,198,4,8,10,631,0,0
431510,43,RS,Sul,2473,188,407,369,80,15,872,115,34,472,5036,0,11
431513,43,RS,Sul,520,39,34,103,20,6,151,5,5,42,942,14,3
431514,43,RS,Sul,939,155,5,84,46,4,246,24,18,43,1575,4,7
431515,43,RS,Sul,1635,107,3,190,42,13,657,15,22,25,2727,15,3
431517,43,RS,Sul,738,50,5,99,24,7,136,11,6,10,1092,1,5
431520,43,RS,Sul,1325,102,7,172,28,13,522,26,11,20,2232,2,4
431530,43,RS,Sul,8153,176,39,1377,378,17,2289,440,47,256,13198,4,22
431531,43,RS,Sul,400,56,3,66,9,11,109,7,5,4,670,0,0
431532,43,RS,Sul,531,36,2,110,17,5,331,4,7,7,1051,0,1
431535,43,RS,Sul,1363,187,10,210,45,22,268,14,21,46,2188,0,2
431540,43,RS,Sul,1153,97,10,151,34,17,536,21,16,28,2064,0,1
431545,43,RS,Sul,729,43,2,109,17,13,195,34,3,10,1160,2,3
431550,43,RS,Sul,3944,313,38,701,117,10,1151,68,58,245,6659,4,10
431555,43,RS,Sul,640,69,1,98,14,4,295,4,26,3,1154,0,0
431560,43,RS,Sul,51413,2210,824,4036,2146,202,24702,5102,695,3818,95565,120,297
431570,43,RS,Sul,7888,462,50,875,270,40,3464,317,71,357,13855,45,16
431575,43,RS,Sul,1066,54,0,145,47,7,383,77,28,13,1824,0,4
431580,43,RS,Sul,2816,171,40,263,67,19,1183,279,40,144,5046,15,9
431590,43,RS,Sul,1978,127,67,301,72,7,573,75,27,134,3371,0,10
431595,43,RS,Sul,,,,,,,,,,,,,
431600,43,RS,Sul,5392,259,11,586,266,30,2638,419,75,190,9912,5,41
431610,43,RS,Sul,2896,280,63,554,97,16,479,42,27,139,4617,0,24
431620,43,RS,Sul,1680,194,31,235,52,10,345,24,18,40,2633,0,4
431630,43,RS,Sul,1428,135,99,268,37,4,733,100,21,137,2963,0,1
431640,43,RS,Sul,8281,494,63,1353,304,37,3387,450,80,528,15015,3,35
431642,43,RS,Sul,483,38,3,54,15,5,292,17,8,14,929,0,0
431643,43,RS,Sul,942,156,22,228,25,10,178,16,5,51,1634,0,1
431645,43,RS,Sul,2938,207,22,422,107,20,554,75,33,137,4529,5,9
431647,43,RS,Sul,840,110,36,154,29,2,374,20,4,48,1620,0,3
431650,43,RS,Sul,2452,280,31,274,132,30,852,94,26,114,4314,12,17
431660,43,RS,Sul,6246,609,105,1141,216,26,1450,224,51,270,10383,1,44
431670,43,RS,Sul,2660,355,83,572,113,20,366,43,37,190,4453,4,10
431673,43,RS,Sul,437,61,3,68,10,5,184,6,13,4,792,0,1
431675,43,RS,Sul,2046,131,3,192,94,22,923,183,11,90,3728,12,21
431680,43,RS,Sul,44515,2192,423,4017,2234,165,14403,4513,602,2939,76576,113,460
431690,43,RS,Sul,79531,3397,585,9057,4210,376,22536,4071,961,4178,129765,194,669
431695,43,RS,Sul,1943,221,20,182,128,15,551,39,52,100,3271,11,9
431697,43,RS,Sul,267,43,4,76,7,3,106,2,3,19,530,0,0
431700,43,RS,Sul,2062,79,0,265,66,12,1004,43,40,46,3619,1,1
431710,43,RS,Sul,27234,749,263,3322,1514,81,11153,1472,201,1357,47467,13,108
431720,43,RS,Sul,24481,1525,404,3049,1120,92,8069,2371,164,1462,42917,9,171
431725,43,RS,Sul,493,88,1,65,20,4,62,25,4,3,770,1,4
431730,43,RS,Sul,7782,551,151,975,293,9,3845,1003,61,827,15579,6,76
431740,43,RS,Sul,13816,840,89,2600,576,78,4193,636,97,589,23602,30,58
431750,43,RS,Sul,,,,,,,,,,,,,
431755,43,RS,Sul,713,55,0,109,15,3,159,3,7,5,1072,1,2
431760,43,RS,Sul,12106,917,96,1259,371,48,3863,787,170,719,20447,60,51
