Country or Area,Year,Scope,Value,Value Footnotes
Saint Lucia,1987,Not applicable,66.60692951,
Saint Lucia,1986,Not applicable,62.24611709,
Saint Lucia,1985,Not applicable,60.93189964,
Saint Lucia,1984,Not applicable,60.93189964,120
Saint Lucia,1983,Not applicable,59.24420928,
Saint Lucia,1982,Not applicable,58.37903658,
Saint Lucia,1981,Not applicable,55.8036388,
Saint Lucia,1980,Not applicable,48.49997163,
Saint Lucia,1979,Not applicable,40.59269561,
Saint Lucia,1978,Not applicable,37.09176424,
Saint Lucia,1977,Not applicable,33.46005095,
Saint Lucia,1976,Not applicable,30.73375095,
Saint Lucia,1975,Not applicable,28.02757124,
Saint Lucia,1974,Not applicable,23.7922491,
Saint Lucia,1973,Not applicable,17.73604024,
Saint Lucia,1972,Not applicable,15.63346939,
Saint Lucia,1971,Not applicable,14.48661256,
Saint Lucia,1970,Not applicable,13.36993617,
Saint Lucia,1969,Not applicable,11.790493,
Saint Pierre and Miquelon,2005,Not applicable,113.9601635,121
Saint Pierre and Miquelon,2004,Not applicable,106.9409411,121
Saint Pierre and Miquelon,2003,Not applicable,104.7664608,121
Saint Pierre and Miquelon,2002,Not applicable,102.5223972,121
Saint Pierre and Miquelon,2001,Not applicable,102.2962512,121
Saint Pierre and Miquelon,2000,Not applicable,100,121
Saint Pierre and Miquelon,1999,Not applicable,92.21536053,121
Saint Pierre and Miquelon,1998,Not applicable,91.29338088,121
Saint Pierre and Miquelon,1997,Not applicable,90.29311994,"13,121"
Saint Pierre and Miquelon,1991,Not applicable,104.8373645,121
Saint Pierre and Miquelon,1990,Not applicable,100,121
Saint Pierre and Miquelon,1989,Not applicable,95.79808571,121
Saint Pierre and Miquelon,1988,Not applicable,90.13860757,121
Saint Pierre and Miquelon,1987,Not applicable,87.01695858,121
Saint Pierre and Miquelon,1986,Not applicable,86.07966957,121
Saint Pierre and Miquelon,1985,Not applicable,87.8112713,121
Saint Pierre and Miquelon,1984,Not applicable,81.03975535,121
Saint Pierre and Miquelon,1983,Not applicable,71.05921601,121
Saint Pierre and Miquelon,1982,Not applicable,60.62988999,121
Saint Pierre and Miquelon,1981,Not applicable,52.36109456,121
Saint Pierre and Miquelon,1980,Not applicable,44.48151237,"17,121"
Saint Vincent and the Grenadines,2008,St. Vincent,131.8069937,122
Saint Vincent and the Grenadines,2007,St. Vincent,119.7569867,122
Saint Vincent and the Grenadines,2006,St. Vincent,112.0148572,122
Saint Vincent and the Grenadines,2005,St. Vincent,108.7011052,122
Saint Vincent and the Grenadines,2004,St. Vincent,104.8350613,122
Saint Vincent and the Grenadines,2003,St. Vincent,101.8225595,122
Saint Vincent and the Grenadines,2002,St. Vincent,101.5213094,122
Saint Vincent and the Grenadines,2001,St. Vincent,100.8183923,"4,122"
Saint Vincent and the Grenadines,2000,St. Vincent,100,122
Saint Vincent and the Grenadines,1999,St. Vincent,99.82232273,122
Saint Vincent and the Grenadines,1998,St. Vincent,98.79933236,122
Saint Vincent and the Grenadines,1997,St. Vincent,96.75335164,122
Saint Vincent and the Grenadines,1996,St. Vincent,96.26877726,122
Saint Vincent and the Grenadines,1995,St. Vincent,92.23065741,122
Saint Vincent and the Grenadines,1994,St. Vincent,90.13083508,122
Saint Vincent and the Grenadines,1993,St. Vincent,89.7001023,122
Saint Vincent and the Grenadines,1992,St. Vincent,86.03887363,122
Saint Vincent and the Grenadines,1991,St. Vincent,82.91606095,122
Saint Vincent and the Grenadines,1990,St. Vincent,78.28568352,122
Saint Vincent and the Grenadines,1989,St. Vincent,72.95536532,122
Saint Vincent and the Grenadines,1988,St. Vincent,71.07090939,122
Saint Vincent and the Grenadines,1987,St. Vincent,70.85554299,122
Saint Vincent and the Grenadines,1986,St. Vincent,68.86340387,122
Saint Vincent and the Grenadines,1985,St. Vincent,68.0557799,122
Saint Vincent and the Grenadines,1984,St. Vincent,66.70973995,122
Saint Vincent and the Grenadines,1983,St. Vincent,64.93296721,122
Saint Vincent and the Grenadines,1982,St. Vincent,61.59478813,"13,122"
Saint Vincent and the Grenadines,1980,St. Vincent,100,122
Saint Vincent and the Grenadines,1979,St. Vincent,85.20961907,122
Saint Vincent and the Grenadines,1978,St. Vincent,73.82421792,122
Saint Vincent and the Grenadines,1977,St. Vincent,68.05703341,122
Saint Vincent and the Grenadines,1976,St. Vincent,61.75782081,122
Saint Vincent and the Grenadines,1975,St. Vincent,55.50117046,122
Saint Vincent and the Grenadines,1974,St. Vincent,48.60395829,122
Saint Vincent and the Grenadines,1973,St. Vincent,35.86507768,122
Saint Vincent and the Grenadines,1972,St. Vincent,30.83634816,122
Saint Vincent and the Grenadines,1971,St. Vincent,30.05533092,122
Saint Vincent and the Grenadines,1970,St. Vincent,28.20812939,122
Samoa,2008,Not applicable,162.3954173,2
Samoa,2007,Not applicable,145.685921,2
Samoa,2006,Not applicable,138.1144305,2
Samoa,2005,Not applicable,133.0232558,2
Samoa,2004,Not applicable,130.54294,"2,4"
Samoa,2003,Not applicable,112.2669284,2
Samoa,2002,Not applicable,112.1687929,2
Samoa,2001,Not applicable,103.7291462,2
Samoa,2000,Not applicable,100,2
Samoa,1999,Not applicable,98.9205103,"2,4"
Samoa,1998,Not applicable,98.59592902,2
Samoa,1997,Not applicable,111.8535429,2
Samoa,1996,Not applicable,100.6318332,2
Samoa,1995,Not applicable,94.03938166,2
Samoa,1994,Not applicable,93.14261436,2
Samoa,1993,Not applicable,78.6731528,2
Samoa,1992,Not applicable,77.36435728,2
Samoa,1991,Not applicable,71.28088182,2
Samoa,1990,Not applicable,72.22612303,2
Samoa,1989,Not applicable,62.72523704,2
Samoa,1988,Not applicable,58.89579831,2
Samoa,1987,Not applicable,54.29077704,2
Samoa,1986,Not applicable,51.64894905,2
Samoa,1985,Not applicable,49.10406888,2
Samoa,1984,Not applicable,45.00802364,2
Samoa,1983,Not applicable,40.2333437,2
Samoa,1982,Not applicable,34.56189645,2
Samoa,1981,Not applicable,29.20552961,2
Samoa,1981,Apia,100,"2,14,123"
Samoa,1980,Apia,79.71054069,"2,14,123"
Samoa,1980,Not applicable,24.23695404,2
Samoa,1979,Apia,59.91261606,"2,14,123"
Samoa,1978,Apia,53.93227744,"2,14,123"
Samoa,1977,Apia,52.78536319,"2,14,123"
Samoa,1976,Apia,46.12233752,"2,14,123"
Samoa,1975,Apia,43.93773894,"2,14,123"
Samoa,1974,Apia,40.38776625,"2,14,123"
Samoa,1973,Apia,32.33205898,"2,14,123,124"
Samoa,1972,Apia,100,"2,14,123"
Samoa,1971,Apia,92.89340102,"2,14,123"
Samoa,1970,Apia,88.83248731,"2,14,123"
Samoa,1969,Apia,86.29441624,"2,14,123"
San Marino,2008,Not applicable,112.5616736,75
San Marino,2007,Not applicable,107.9336886,75
San Marino,2006,Not applicable,105.2989935,75
San Marino,2005,Not applicable,103.1379515,75
San Marino,2004,Not applicable,101.4308269,75
San Marino,2003,Not applicable,100,"75,125"
San Marino,2000,Not applicable,100,75
San Marino,1999,Not applicable,96.80483592,75
San Marino,1998,Not applicable,93.78238342,75
San Marino,1997,Not applicable,91.70984456,75
San Marino,1996,Not applicable,89.89637306,75
San Marino,1995,Not applicable,86.35578584,"4,75"
San Marino,1994,Not applicable,82.29728938,"4,75"
San Marino,1993,Not applicable,79.15192503,75
San Marino,1992,Not applicable,75.1573419,75
San Marino,1991,Not applicable,70.17644194,75
San Marino,1990,Not applicable,65.59006871,75
San Marino,1989,Not applicable,61.34890638,75
San Marino,1988,Not applicable,57.84748166,75
San Marino,1987,Not applicable,55.23374208,75
San Marino,1986,Not applicable,52.47205497,75
San Marino,1985,Not applicable,49.31584114,"4,75"
San Marino,1984,Not applicable,45.51630932,75
San Marino,1983,Not applicable,41.53460816,75
San Marino,1982,Not applicable,36.77218128,75
San Marino,1981,Not applicable,31.33312545,75
San Marino,1980,Not applicable,26.02419057,75
San Marino,1979,Not applicable,21.41790884,75
San Marino,1978,Not applicable,18.52922369,75
San Marino,1977,Not applicable,16.34319168,75
San Marino,1976,Not applicable,13.61065167,75
San Marino,1975,Not applicable,11.58076481,75
San Marino,1974,Not applicable,10.14943432,75
Saudi Arabia,2008,Not found  2,117.2242451,126
Saudi Arabia,2007,Not found  2,106.6589698,126
Saudi Arabia,2006,Not found  2,102.4328597,126
Saudi Arabia,2005,Not found  2,100.219183,126
Saudi Arabia,2004,Not found  2,99.51483126,"4,126"
Saudi Arabia,2003,Not found  2,97.24689165,126
Saudi Arabia,2002,Not found  2,98.57904085,126
Saudi Arabia,2001,Not found  2,99.20071048,126
Saudi Arabia,2000,Not found  2,100,126
Saudi Arabia,1999,Not found  2,100.6216696,126
Saudi Arabia,1998,Not found  2,101.9538188,126
Saudi Arabia,1997,Not found  2,102.1314387,126
Saudi Arabia,1996,Not found  2,102.5754885,126
Saudi Arabia,1995,Not found  2,101.687389,126
Saudi Arabia,1994,Not found  2,96.80284192,126
Saudi Arabia,1993,Not found  2,96.18117229,126
Saudi Arabia,1992,Not found  2,95.38188277,126
Saudi Arabia,1991,Not found  2,95.73712256,126
Saudi Arabia,1990,Not found  2,91.56305506,126
Saudi Arabia,1989,Not found  2,89.69804618,126
Saudi Arabia,1988,Not found  2,88.80994671,"4,126"
Saudi Arabia,1987,Not found  2,87.93926096,126
Saudi Arabia,1986,Not found  2,89.39040388,126
Saudi Arabia,1985,Not found  2,92.29268972,126
Saudi Arabia,1984,Not found  2,95.19497556,126
Saudi Arabia,1983,Not found  2,96.74286134,"4,126"
Saudi Arabia,1982,Not found  2,96.47536956,126
Saudi Arabia,1981,Not found  2,95.04874672,126
Saudi Arabia,1980,Not found  2,92.3738289,126
Saudi Arabia,1980,Not found  3,90.48703827,127
Saudi Arabia,1979,Not found  3,87.34270104,127
Saudi Arabia,1979,Not found  2,89.16392751,126
Saudi Arabia,1978,Not found  3,85.81420377,127
Saudi Arabia,1977,Not found  3,77.14107356,127
Saudi Arabia,1976,Not found  3,69.24529338,127
Saudi Arabia,1975,Not found  3,52.64144591,127
Saudi Arabia,1974,Not found  3,39.10332725,127
Saudi Arabia,1973,Not found  3,32.21198814,127
Saudi Arabia,1972,Not found  3,27.72257331,127
Saudi Arabia,1971,Not found  3,26.59585247,127
Saudi Arabia,1970,Not found  3,25.36432038,127
Senegal,2008,Dakar,123.131468,
Senegal,2007,Dakar,116.4239172,
Senegal,2006,Dakar,110.0038329,
Senegal,2005,Dakar,107.6753545,
Senegal,2004,Dakar,105.8738981,
Senegal,2003,Dakar,105.3277118,
Senegal,2002,Dakar,105.3852051,
Senegal,2001,Dakar,102.9704868,
Senegal,2000,Dakar,100,
Senegal,1999,Dakar,99.27175163,
Senegal,1998,Dakar,98.45726332,4
Senegal,1997,Dakar,97.5029827,
Senegal,1996,Dakar,95.82215408,
Senegal,1995,Dakar,93.25139521,
Senegal,1994,Dakar,86.28389255,
Senegal,1993,Dakar,65.3149111,
Senegal,1992,Dakar,65.80600065,
Senegal,1991,Dakar,65.80871386,
Senegal,1989,Dakar,66.77190056,
Senegal,1988,Dakar,66.47344834,
Senegal,1987,Dakar,67.70795524,
Senegal,1986,Dakar,70.62464736,
Senegal,1985,Dakar,66.5548444,
Senegal,1984,Dakar,58.86291681,
Senegal,1983,Dakar,52.6632503,
Senegal,1982,Dakar,47.18258231,
Senegal,1981,Dakar,40.19608723,
Senegal,1980,Dakar,37.94412959,
Senegal,1979,Dakar,34.90534338,
Senegal,1978,Dakar,31.82585914,
Senegal,1977,Dakar,30.76771037,
Senegal,1976,Dakar,27.64752811,
Senegal,1975,Dakar,27.34907589,
Senegal,1974,Dakar,20.7695611,
Senegal,1973,Dakar,17.81217095,
Senegal,1972,Dakar,16.00789164,
Senegal,1971,Dakar,15.08540297,
Senegal,1970,Dakar,14.51563056,
Senegal,1969,Dakar,14.10865026,
Serbia,2008,Not applicable,442.8382838,
Serbia,2007,Not applicable,392.4092409,
Serbia,2006,Not applicable,368.6468647,
Serbia,2005,Not applicable,330.0330033,
Serbia,2004,Not applicable,284.1584158,
Serbia,2003,Not applicable,256.1056106,
Serbia,2002,Not applicable,233.0033003,
Serbia,2001,Not applicable,195.049505,
Serbia,2000,Not applicable,100,
Serbia,1999,Not applicable,59.40594059,
Serbia and Montenegro,1996,Not applicable,23.53277985,128
Serbia and Montenegro,1995,Not applicable,12.28170627,128
Serbia and Montenegro,1994,Not applicable,6.870884626,"13,128"
Serbia and Montenegro,1992,Not applicable,20021,128
Serbia and Montenegro,1991,Not applicable,222,128
Serbia and Montenegro,1990,Not applicable,100,128
Seychelles,2008,Not applicable,167.3024756,
Seychelles,2007,Not applicable,122.1308072,4
Seychelles,2006,Not applicable,114.6248716,
Seychelles,2005,Not applicable,115.0490154,
Seychelles,2004,Not applicable,113.9886558,
Seychelles,2003,Not applicable,109.7472175,
Seychelles,2002,Not applicable,106.2480308,
Seychelles,2001,Not applicable,106.0359589,4
Seychelles,2000,Not applicable,100,
Seychelles,1999,Not applicable,94.17808219,
Seychelles,1998,Not applicable,88.6130137,
Seychelles,1997,Not applicable,86.30136986,
Seychelles,1996,Not applicable,85.78767123,
Seychelles,1995,Not applicable,86.64383562,
Seychelles,1994,Not applicable,86.98630137,
Seychelles,1993,Not applicable,85.44520548,
Seychelles,1992,Not applicable,84.33219178,
Seychelles,1991,Not applicable,81.67808219,
Seychelles,1990,Not applicable,80.05136986,
Seychelles,1989,Not applicable,77.05479452,
Seychelles,1988,Not applicable,75.85616438,
Seychelles,1987,Not applicable,74.48630137,4
Seychelles,1986,Not applicable,72.61333828,
Seychelles,1985,Not applicable,72.39722715,4
Seychelles,1984,Not applicable,71.80743304,
Seychelles,1983,Not applicable,69.05506052,
Seychelles,1982,Not applicable,65.07395027,
Seychelles,1981,Not applicable,65.66374438,
Seychelles,1980,Not applicable,59.3726072,
Seychelles,1979,Not applicable,52.29507786,
Seychelles,1978,Not applicable,46.54458528,
Seychelles,1978,Victoria,100,36
Seychelles,1977,Victoria,89.2345679,36
Seychelles,1977,Not applicable,41.58048484,
Seychelles,1976,Victoria,77.62962963,36
Seychelles,1975,Victoria,67.55555556,36
Seychelles,1974,Victoria,56.93827161,"4,36"
Seychelles,1973,Victoria,45.793775,36
Seychelles,1972,Victoria,38.72717788,36
Seychelles,1971,Victoria,31.99443575,36
Seychelles,1970,Victoria,27.84906973,36
Sierra Leone,2008,Not applicable,182.63,75
Sierra Leone,2007,Not applicable,160.76,75
Sierra Leone,2006,Not applicable,142.45,75
Sierra Leone,2005,Not applicable,131.82,75
Sierra Leone,2004,Not applicable,114.9,75
Sierra Leone,2003,Not applicable,100,75
Sierra Leone,2002,Freetown,98.81561661,
Sierra Leone,2001,Freetown,102.1726768,
Sierra Leone,2000,Freetown,100,
Sierra Leone,1999,Freetown,100.9255446,
Sierra Leone,1998,Freetown,75.26717258,
Sierra Leone,1997,Freetown,55.4954213,
Sierra Leone,1996,Freetown,48.31460674,
Sierra Leone,1995,Freetown,39.23564131,
Sierra Leone,1994,Freetown,31.14300841,
Sierra Leone,1993,Freetown,25.15442085,4
Sierra Leone,1992,Freetown,19.60899661,
Sierra Leone,1991,Freetown,13.87265479,
Sierra Leone,1990,Freetown,7.587114126,
Sierra Leone,1989,Freetown,3.596606941,
Sierra Leone,1988,Freetown,2.209442773,
Sierra Leone,1987,Freetown,1.682728244,
Sierra Leone,1986,Freetown,0.597631606,
Sierra Leone,1985,Freetown,0.330434362,
Sierra Leone,1984,Freetown,0.187129577,
Sierra Leone,1983,Freetown,0.11235618,
Sierra Leone,1982,Freetown,0.066668588,
Sierra Leone,1981,Freetown,0.052517854,
Sierra Leone,1980,Freetown,0.042582927,
Sierra Leone,1979,Freetown,0.037713505,
Sierra Leone,1978,Freetown,0.032680681,
Sierra Leone,1977,Freetown,0.029674058,
Sierra Leone,1976,Freetown,0.027451772,
Sierra Leone,1975,Freetown,0.023464729,
Sierra Leone,1974,Freetown,0.019543047,
Sierra Leone,1973,Freetown,0.017059315,
Sierra Leone,1972,Freetown,0.016176937,
Sierra Leone,1971,Freetown,0.015327239,
Sierra Leone,1970,Freetown,0.015588685,
Sierra Leone,1969,Freetown,0.014608264,
Singapore,2008,Not applicable,113.3547972,
Singapore,2007,Not applicable,106.3664688,
Singapore,2006,Not applicable,104.2083086,
Singapore,2005,Not applicable,103.1806133,
Singapore,2004,Not applicable,102.7695351,4
Singapore,2003,Not applicable,101.0880317,
Singapore,2002,Not applicable,100.5934718,
Singapore,2001,Not applicable,100.9891197,
Singapore,2000,Not applicable,100,
Singapore,1999,Not applicable,98.71414441,
Singapore,1998,Not applicable,98.61523244,4
Singapore,1997,Not applicable,98.79651044,
Singapore,1996,Not applicable,96.89309144,
Singapore,1995,Not applicable,95.53350643,
Singapore,1994,Not applicable,93.90200442,
Singapore,1993,Not applicable,91.09219541,4
Singapore,1992,Not applicable,88.95722208,
Singapore,1991,Not applicable,86.98039492,
Singapore,1990,Not applicable,84.05469073,
Singapore,1989,Not applicable,81.28713271,
Singapore,1988,Not applicable,79.38937864,4
Singapore,1987,Not applicable,78.17268318,
Singapore,1986,Not applicable,77.79246585,
Singapore,1985,Not applicable,78.85707438,
Singapore,1984,Not applicable,78.47685704,
Singapore,1983,Not applicable,76.49972693,
Singapore,1982,Not applicable,75.58720533,
Singapore,1981,Not applicable,72.77359709,
Singapore,1980,Not applicable,67.22242406,
Singapore,1979,Not applicable,61.9754249,
Singapore,1978,Not applicable,59.61807745,
Singapore,1977,Not applicable,56.88051266,
Singapore,1976,Not applicable,55.13151294,
Singapore,1975,Not applicable,56.19612147,
Singapore,1974,Not applicable,54.75129561,
Singapore,1973,Not applicable,44.71355808,
Singapore,1972,Not applicable,37.41338534,
Singapore,1971,Not applicable,36.57690721,
Singapore,1970,Not applicable,35.96855948,
Slovakia,2008,Not applicable,149.0434028,117
Slovakia,2007,Not applicable,142.5322917,117
Slovakia,2006,Not applicable,138.6663194,117
Slovakia,2005,Not applicable,132.765625,117
Slovakia,2004,Not applicable,129.2048611,117
Slovakia,2003,Not applicable,120.1503472,117
Slovakia,2002,Not applicable,110.6888889,117
Slovakia,2001,Not applicable,107.128125,"4,117"
Slovakia,2000,Not applicable,100,117
Slovakia,1999,Not applicable,89.30555556,117
Slovakia,1998,Not applicable,80.76388889,117
Slovakia,1997,Not applicable,75.69444444,117
Slovakia,1996,Not applicable,71.31944444,117
Slovakia,1995,Not applicable,67.43055556,117
Slovakia,1994,Not applicable,61.38888889,117
Slovakia,1993,Not applicable,54.09722222,117
Slovakia,1992,Not applicable,43.95833333,117
Slovakia,1991,Not applicable,39.79166667,"13,117"
Slovakia,1990,Not applicable,100,117
Slovakia,1989,Not applicable,90.60240964,117
Slovakia,1988,Not applicable,89.47791165,117
Slovakia,1987,Not applicable,89.31726908,117
Slovakia,1986,Not applicable,89.15662651,117
Slovakia,1985,Not applicable,88.6746988,117
Slovenia,2008,Not applicable,146.4541211,24
Slovenia,2007,Not applicable,138.6195569,24
Slovenia,2006,Not applicable,133.7882423,24
Slovenia,2005,Not applicable,130.5760709,"4,24"
Slovenia,2004,Not applicable,127.4002954,24
Slovenia,2003,Not applicable,123.0059084,24
Slovenia,2002,Not applicable,116.506647,24
Slovenia,2001,Not applicable,108.4194978,24
Slovenia,2000,Not applicable,100,24
Slovenia,1999,Not applicable,91.83899557,24
Slovenia,1998,Not applicable,86.52141802,24
Slovenia,1997,Not applicable,80.16986706,24
Slovenia,1996,Not applicable,74.00295421,24
Slovenia,1995,Not applicable,67.35598228,24
Slovenia,1994,Not applicable,59.37961595,24
Slovenia,1993,Not applicable,49.07680945,24
Slovenia,1992,Not applicable,36.92762186,24
Slovenia,1991,Not applicable,12.00147711,24
Slovenia,1990,Not applicable,5.576070901,"13,24"
Slovenia,1989,Not applicable,15.34683857,24
Slovenia,1988,Not applicable,1.107835104,24
Slovenia,1987,Not applicable,0.369769731,24
Slovenia,1986,Not applicable,0.159451149,24
Slovenia,1985,Not applicable,0.08139243,24
Slovenia,1984,Not applicable,0.045367945,24
Slovenia,1983,Not applicable,0.029515811,24
Slovenia,1982,Not applicable,0.021034126,24
Slovenia,1981,Not applicable,0.01616963,24
Slovenia,1980,Not applicable,0.011339152,24
Solomon Islands,2008,Honiara,208.8985921,
Solomon Islands,2007,Honiara,178.0587078,4
Solomon Islands,2006,Honiara,161.2343298,
Solomon Islands,2005,Honiara,149.2671167,
Solomon Islands,2004,Honiara,138.6692382,
Solomon Islands,2003,Honiara,129.4117647,
Solomon Islands,2002,Honiara,119.5274831,
Solomon Islands,2001,Honiara,107.7627772,
Solomon Islands,2000,Honiara,100,
Solomon Islands,1999,Honiara,93.57280617,
Solomon Islands,1998,Honiara,86.45130183,
Solomon Islands,1997,Honiara,76.95274831,
Solomon Islands,1996,Honiara,71.16682739,
Solomon Islands,1995,Honiara,63.69334619,
Solomon Islands,1994,Honiara,58.1002893,
Solomon Islands,1993,Honiara,51.10896818,4
Solomon Islands,1992,Honiara,48.1368389,
Solomon Islands,1991,Honiara,43.45524964,
Solomon Islands,1990,Honiara,38.17146426,
Solomon Islands,1989,Honiara,34.73311863,
Solomon Islands,1988,Honiara,30.2263605,
Solomon Islands,1987,Honiara,25.89443352,
Solomon Islands,1986,Honiara,23.33024355,
Solomon Islands,1985,Honiara,20.53294541,4
Solomon Islands,1984,Honiara,18.73862495,
Solomon Islands,1983,Honiara,16.86106283,
Solomon Islands,1982,Honiara,15.79741926,
Solomon Islands,1981,Honiara,13.98460066,
Solomon Islands,1980,Honiara,12.01454779,
Solomon Islands,1979,Honiara,10.61793753,
Solomon Islands,1978,Honiara,9.831766201,129
Solomon Islands,1977,Honiara,8.819246297,
Solomon Islands,1976,Honiara,8.135664082,
Solomon Islands,1975,Honiara,7.799051628,
Solomon Islands,1974,Honiara,7.084397495,
Solomon Islands,1973,Honiara,5.960629764,
Solomon Islands,1972,Honiara,5.779376904,
Solomon Islands,1971,Honiara,5.401335225,
Somalia,1987,Mogadishu,100,104
Somalia,1986,Mogadishu,78.07742983,104
Somalia,1985,Mogadishu,57.50598706,104
Somalia,1984,Mogadishu,41.73827656,104
Somalia,1983,Mogadishu,21.71167662,104
Somalia,1982,Mogadishu,15.92018363,104
Somalia,1981,Mogadishu,12.97264599,104
Somalia,1980,Mogadishu,8.992600081,104
Somalia,1979,Mogadishu,5.662636625,104
Somalia,1978,Mogadishu,4.567564656,"4,104"
Somalia,1977,Mogadishu,4.081116699,104
Somalia,1976,Mogadishu,3.690545414,104
Somalia,1975,Mogadishu,3.236190911,104
Somalia,1974,Mogadishu,2.710181212,104
Somalia,1973,Mogadishu,2.292158922,104
Somalia,1972,Mogadishu,2.152279903,104
Somalia,1971,Mogadishu,2.218283423,104
Somalia,1970,Mogadishu,2.231403388,104
Somalia,1969,Mogadishu,2.216870503,104
South Africa,2008,Not applicable,160,
South Africa,2007,Not applicable,143.5,
South Africa,2006,Not applicable,134,
South Africa,2005,Not applicable,128,
South Africa,2004,Not applicable,123.8,
South Africa,2003,Not applicable,122.1,
South Africa,2002,Not applicable,115.4,
South Africa,2001,Not applicable,105.7,
South Africa,2000,Not applicable,100,4
South Africa,1999,Not applicable,94.96559218,
South Africa,1998,Not applicable,90.25715321,
South Africa,1997,Not applicable,84.46215139,
South Africa,1996,Not applicable,77.79789931,
South Africa,1995,Not applicable,72.43752264,
South Africa,1994,Not applicable,66.64252083,
South Africa,1993,Not applicable,61.20970663,
South Africa,1992,Not applicable,55.77689243,
South Africa,1991,Not applicable,48.9677653,
South Africa,1990,Not applicable,42.44838827,4
South Africa,1989,Not applicable,37.09989134,
South Africa,1988,Not applicable,32.34567186,
South Africa,1987,Not applicable,28.69511047,
South Africa,1986,Not applicable,24.70496197,
South Africa,1985,Not applicable,20.84215864,
South Africa,1984,Not applicable,17.91321985,
South Africa,1983,Not applicable,16.04549076,
South Africa,1982,Not applicable,14.30510685,
South Africa,1981,Not applicable,12.47982615,
South Africa,1980,Not applicable,10.82433901,
South Africa,1979,Not applicable,9.508438971,
South Africa,1978,Not applicable,8.404780877,
South Africa,1977,Not applicable,7.555813111,
South Africa,1976,Not applicable,6.791742122,
South Africa,1975,Not applicable,6.11256791,
South Africa,1974,Not applicable,5.39094531,
South Africa,1973,Not applicable,4.839116262,
South Africa,1972,Not applicable,4.41463238,
South Africa,1971,Not applicable,4.15994205,
South Africa,1970,Not applicable,3.90525172,
Spain,2008,Not applicable,125.828811,130
Spain,2007,Not applicable,120.9083481,130
Spain,2006,Not applicable,117.63,"4,130"
Spain,2005,Not applicable,113.63,130
Spain,2004,Not applicable,109.9,130
Spain,2003,Not applicable,106.68,130
Spain,2002,Not applicable,103.54,130
Spain,2001,Not applicable,100,"10,130"
Spain,2000,Not applicable,100,130
Spain,1999,Not applicable,96.67938931,130
Spain,1998,Not applicable,94.49618321,130
Spain,1997,Not applicable,92.79389313,130
Spain,1996,Not applicable,91,130
Spain,1995,Not applicable,87.8778626,130
Spain,1994,Not applicable,83.95419847,130
Spain,1993,Not applicable,80.16793893,130
Spain,1992,Not applicable,76.66412214,"4,130"
Spain,1991,Not applicable,72.37725754,130
Spain,1990,Not applicable,68.29849318,130
Spain,1989,Not applicable,64.01162858,130
Spain,1988,Not applicable,59.93286421,130
Spain,1987,Not applicable,57.18594127,130
Spain,1986,Not applicable,54.31415819,130
Spain,1985,Not applicable,49.94405351,"4,130"
Spain,1984,Not applicable,45.88645798,130
Spain,1983,Not applicable,41.24293417,130
Spain,1982,Not applicable,36.76826578,130
Spain,1981,Not applicable,32.12474197,130
Spain,1980,Not applicable,28.04406954,130
Spain,1979,Not applicable,24.27296535,130
Spain,1978,Not applicable,20.98028484,130
Spain,1977,Not applicable,17.51874891,130
Spain,1976,Not applicable,14.07128426,130
Spain,1975,Not applicable,11.96059162,130
Spain,1974,Not applicable,10.22982366,130
Spain,1973,Not applicable,8.850837801,130
Spain,1972,Not applicable,7.936204324,130
Spain,1971,Not applicable,7.331139101,130
Spain,1970,Not applicable,6.76828773,130
Spain,1969,Not applicable,6.402434339,130
Sri Lanka,2008,Colombo,199.9,108
Sri Lanka,2007,Colombo,163.1,"108,131"
Sri Lanka,2006,Colombo,181.5426412,108
Sri Lanka,2005,Colombo,159.6779274,108
Sri Lanka,2004,Colombo,143.0348846,108
Sri Lanka,2003,Colombo,132.9632255,108
Sri Lanka,2002,Colombo,125.0649658,108
Sri Lanka,2001,Colombo,114.1585952,108
Sri Lanka,2000,Colombo,100,108
Sri Lanka,1999,Colombo,94.18458146,108
Sri Lanka,1998,Colombo,89.96377668,108
Sri Lanka,1997,Colombo,82.25450823,108
Sri Lanka,1996,Colombo,75.07284038,108
Sri Lanka,1995,Colombo,64.75313017,108
Sri Lanka,1994,Colombo,60.13859359,108
Sri Lanka,1993,Colombo,55.45318529,108
Sri Lanka,1992,Colombo,49.6259548,108
Sri Lanka,1991,Colombo,44.55075203,108
Sri Lanka,1990,Colombo,39.71178833,108
Sri Lanka,1989,Colombo,32.6876132,108
Sri Lanka,1988,Colombo,29.29758249,108
Sri Lanka,1987,Colombo,25.70281125,108
Sri Lanka,1986,Colombo,23.86014647,108
Sri Lanka,1985,Colombo,22.09622805,108
Sri Lanka,1984,Colombo,21.7773053,108
Sri Lanka,1983,Colombo,18.67076148,108
Sri Lanka,1982,Colombo,16.38317978,108
Sri Lanka,1981,Colombo,14.78069139,108
Sri Lanka,1980,Colombo,12.52854556,108
Sri Lanka,1979,Colombo,9.933853059,108
Sri Lanka,1978,Colombo,8.969210174,108
Sri Lanka,1977,Colombo,8.000629971,108
Sri Lanka,1976,Colombo,7.902197023,108
Sri Lanka,1975,Colombo,7.807701394,108
Sri Lanka,1974,Colombo,7.315536656,108
Sri Lanka,1973,Colombo,6.512323805,108
Sri Lanka,1972,Colombo,5.94141271,108
